Headline,Link,Content,Img
Raveena Tandon’s 48th birthday was all about surprises from family and team,https://www.hindustantimes.com//entertainment/bollywood/raveena-tandon-s-48th-birthday-was-all-about-surprises-from-family-and-team-101667055153620.html,"Raveena Tandon posted glimpses from her multiple birthday celebrations with close people. She was surprised by her family and team.Subscribe Now! Get features likeActor Raveena Tandon turned 48 recently. She posted a video and took fans inside her birthday celebrations. She cut multiple cakes with her dear ones at home. She was also surprised by her team inside a vanity van. Also read: Juhi Chawla shares rare throwback pics as she wishes ‘girl with a big heart’ Raveena Tandon on 48th birthdayThe video begins with Raveena being surprised by her family members at home. She cut cakes with her daughter Rasha Thadani and husband, Anil Thadani. She also had a few more cake-cutting sessions with family members. This was followed by a birthday surprise inside a vanity van, arranged by her team. She looked overjoyed upon seeing birthday decorations and celebrated with yet another birthday cake.A post shared by Raveena Tandon (@officialraveenatandon)Sharing the video, Raveena wrote, “A day full of surprises! #26thoctober2022 thank you all for making it special!” Sanjay Dutt’s sister, Priya Dutt commented, “Happy birthday my darling wish you all the happiness.” On the special occasion, Raveena also received warm wishes from Juhi Chawla, Shilpa Shetty, Ananya Panday, Madhuri Dixit and others.Meanwhile, in a conversation with Hindustan Times, Raveena recently talked about how difficult it was to survive in the industry. She said, “Despite having such a great father, people tried to bury me, and reject me, but every time I fought back. This was never easy. And this really bothers me about this industry that a real talented person never gets the chance to prove themselves easily,” she says, adding, “I don’t appreciate the dirty politics that’s been going on in the industry for ages. In my 30-year-long career, I have seen so many people struggling to keep afloat and fight back. Some survive, some don’t and that’s so shattering to watch.”“Female actors were always been given a side role...asked to do the romantic parts. There were no interesting and eye-catching roles for females long back. But now, the industry has changed a lot. And I’m liking it. Nowadays females do get several strong roles where they can pull off the whole movie. People’s mindsets have also evolved. People are giving shout-outs to those strong characters. People are supporting them hugely,” she also added. Raveena was last seen in KGF: Chapter 2, which also starred Sanjay Dutt and Yash.Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/raveena_1667055407355_1667055407565_1667055407565.jpg
"‘Salman is protecting Sajid Khan’, says Sherlyn Chopra after police statement",https://www.hindustantimes.com//entertainment/bollywood/salman-is-protecting-sajid-khan-says-sherlyn-chopra-after-police-statement-101667052664588.html,"Sherlyn Chopra has claimed that Salman Khan is protecting Sajid Khan despite harassment allegations against the filmmaker. This is not the first time Sherlyn has accused Salman in the matter.Subscribe Now! Get features likeOn Saturday Sherlyn Chopra reached Mumbai’s Juhu police station to record her statement against filmmaker Sajid Khan. She addressed to media stationed outside the police station and alleged that she has been receiving no help from the cops. She also said that no one can touch Sajid Khan as Salman Khan helps him. Also read: Sherlyn Chopra, who accused Sajid Khan of harassment, questions Salman KhanIn a paparazzi video, Sherlyn said, “Sajid Khan ke sar par kisi aur nahin, Salman Khan sir ka hanth hain. Unke hontein, Sajid Khan ka koi baal tak baka nahin kar sakta hai (Sajid Khan is being protected by Salman Khan. No one can touch him).” She also claimed that she visited the police station after her calls went unanswered about her complain against Sajid. She also said that after she requested a female police officer to record her statement in the case, however, she feels helpless after not getting much help.“Maine Assistant police commissioner ko call kiya and bola ‘Juhu Police meri madad nahin kar rahi hain. Pata nahin kya majbori rahi hongi, upar se koi dabab ayaa hoga ki mera statement na liya jayein. Mai yehi soch rahi hu ki agar ek celebrity ke sath aisa ho sakata hain toh ek aam mahila ke sath kya kuch nahin hota hoga (I have informed Assistant police commissioner that Juhu Police isn't helping me I don't know why my statement is not being taken, there might be some kind of pressure against it I wonder what can happen to an ordinary woman if a celebrity is being treated in such a way) ,” Sherlyn added with teary-eyes. She asserted that she only demands unbiased judgement in the case.A post shared by Viral Bhayani (@viralbhayani)It all began in 2018 when Sajid Khan was mired in the #MeToo controversy after nine women from the acting industry, who have worked with him on different projects, accused him of sexually harassing them. Sherlyn was one of them with Saloni Chopra, Aahana Kumra and Mandana Karimi and others. Earlier, Sherlyn was spotted visiting the police station to file a police complaint against the filmmaker.Sajid is currently appearing as one of the participants in the Salman-Khan-hosted reality show, Bigg Boss 16. It’s his first appearance after he stepped down from his directorial duties for Houseful 4 following the allegations.(With inputs from ANI)Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/sherlyn_1667053204949_1667053205102_1667053205102.jpg
Kangana Ranaut promises more ‘masala’ if she returns to Twitter,https://www.hindustantimes.com//entertainment/bollywood/kangana-ranaut-promises-more-masala-if-she-returns-to-twitter-101667053007241.html,"Kangana Ranaut has talked about the possibility returning to Twitter and why she is happy staying away from it.Subscribe Now! Get features likeKangana Ranaut has promised more ‘masala’ content should she return to Twitter after her ‘lifetime ban’. Kangana was banned from the microblogging website last year after her controversial comments. Now, after Elon Musk's takeover of the platform, her supporters are hoping she will make a return after the ban is lifted on her.During a recent event in Himachal Pradesh for Aaj Tak, Kangana said that Twitter could not have her on the platform for even a year. Meanwhile, Instagram has also given her three warnings for her posts. (Also read: Kangana Ranaut says boycott calls didn't cause Laal Singh Chaddha's failure, blames Aamir Khan for doing it to himself)""I was there on Twitter for one year and Twitter couldn't tolerate me for even a year... I have completed one year on Instagram in May and I have already received three warnings. So I said I will not use Instagram. My team has taken over and now everything is good. Nobody has a problem with it.""If I come back on Twitter, then people's lives will become sensational and my life will become problematic because cases are filed against me in different states. I'm happy that I'm not there on Twitter. But if my account is revived, then definitely... you will get a lot of 'masala',"" said the actor.Musk completed the USD 44 billion takeover of Twitter on Friday. He reportedly fired the social media company's four top executives, including CEO Parag Agrawal and legal executive Vijaya Gadde.On Twitter, Kangana would often shared inflammatory statements on issues like anti-CAA protests and farmers' agitation. ""On Twitter, an issue is discussed throughout the day. On top of it, there are various other people who join the debate. It becomes 'this wing vs that wing'. Then it becomes even more entertaining.""I used to do it in the spirit of fun, to tease people. At times, things would turn serious because you have touched upon sensitive things. But it happened occasionally. I didn't do it to upset people,"" she said.Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/kangana_ranaut_1667053096748_1667053096858_1667053096858.png
'Ramiz Raja should resign; Babar is top batter but what's his contribution?',https://www.hindustantimes.com//cricket/ramiz-raja-should-resign-immediately-babar-azam-is-top-batter-but-what-s-his-contribution-ex-pakistan-cricketer-s-sikander-bakht-fiery-rant-101667053429804.html,"Pakistan need to win all of their remaining last three matches in the group stage and hope other factors fall in place to help them make the semis at the World Cup. But the former Pakistan cricketer sees on possibility in Pakistan making a miraculous recovery in AustraliaSubscribe Now! Get features likePakistan cricket team have left their fans disappointed after a shock defeat to Zimbabwe earlier this week in their 2022 T20 World Cup campaign which has now left the side on the brink of elimination. They had lost to India in their opener last Sunday, but was expected to script a win against lower-ranked Zimbabwe. However, despite an impressive bowling display, the batters failed to chase down 131 runs in 20 overs to incur their worst ever start to a World Cup campaign. Furious at the team, a former Pakistan cricketer has unleashed a fiery rant against both the captain, Babar Azam, and the chairman of PCB, Ramiz Raja.Pakistan need to win all of their remaining last three matches in the group stage and hope other factors fall in place to help them make the semis at the World Cup. But Sikander Bakht sees on possibility in Pakistan making a miraculous recovery in Australia to make the final four and hence has demanded the resignation of Ramiz from his PCB post along with the support staff of the Pakistan side.ALSO READ: 'Requested Babar nicely to bat at No.3 but he said no': Wasim, Waqar blast Pakistan captain after WC loss to Zimbabwe""PCB chairman Ramiz Raja should resign immediately,"" he was quoted by Geo Super. ""Not only chairman, but head coach Saqlain Mushtaq and batting coach Mohammad Yousaf should also resign.""The former cricketer also lashed out at Mohammad Rizwan and Babar for their batting in the match against Zimbabwe and took a dig at them pertaining to ther present ICC T20I rankings as a batter.""What should we do with the number one batter? I know Babar is a top batter but what's his contribution? Pakistan has nothing to do with your ranking until you win matches,"" he said.Bakht also slammed the Pakistan team management for not working on the side's middle order issue which was exposed both during the Asia Cup last month and the home series against England that followed.""We kept on saying that their approach is not up to the mark. They are playing for themselves, your middle-order is failing again and again but no one heard. Rizwan was to be blamed for our Asia Cup Final loss. They should have given chances to our middle-order batting,"" he said.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/ramiz_and_babar_1667053897690_1667053907913_1667053907913.jpg
"T20 WC: New Zealand edge closer to SF; trouble piles up for England, Australia",https://www.hindustantimes.com//cricket/t20-world-cup-new-zealand-edge-closer-to-semi-final-trouble-piles-up-for-england-australia-check-full-group-1-points-table-101667045807452.html,"With the big win, New Zealand edged closer to the semi-finals with five points from three games and subsequently piled up trouble on England and Australia.Subscribe Now! Get features likeNew Zealand on Saturday scripted yet another thumping win in the 2022 T20 World Cup to further strengthen their position atop in Group 1 of the Super 12 stage both with their points and net run rate. New Zealand bowlers had wrapped up the game within the powerplay itself after Glenn Philips' magnificent century in Sydney. The experience of Trent Boult and Tim Southee saw New Zealand reduce Sri Lanka to five down for just 24 runs in 6.1 overs. It was only a matter of time before Sri Lanka had succumbed after the early onslaught and was eventually folded for just 102 runs.With the big win, New Zealand edged closer to the semi-finals with five points from three games and subsequently piled up trouble on England and Australia. New Zealand will next face England on November 1 at the Gabba and Ireland on November 4 at the Adelaide Oval in their last two group matches. If they can win one more, the Kane Williamson-led side will be through to the semis for the second consecutive time in T20 World Cup.ALSO READ: 'Misbah ne Rizwan ko uthake open karwaya tha...Fakhar Zaman ko bali ka bakra bana diya': Amir makes explosive remarkThe battle is now down to the second spot between possibly three teams - England, Ireland and Australia - all of whom have the same number of points from as three games each with Jos Buttler's side having the advantage on a tad better NRR (+0.239).The match that could potentially decide the fate of Group 1 would be one between England and New Zealand. If Buttler's men can emerge on top in the must-win clash, they will have the advantage of ending things on a high in terns of NRR when they take on Sri Lanka in their final match. For Australia, they need to win both their matches - against two lowest-ranked teams in the group, Ireland and Afghanistan - but on a bigger margin to deny England the advantage.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/CRICKET-WC-2022-T20-NZL-SRI-90_1667045861189_1667045861189_1667045873286_1667045873286.jpg
'Just wonder about the intimidation of the South Africans',https://www.hindustantimes.com//cricket/just-wonder-about-the-intimidation-of-the-south-africans-former-nz-pacer-on-ind-s-proteas-challenge-in-t20-world-cup-101667049575628.html,"India will be up against the likes of Anrich Nortje, Kagiso Rabada and a resurgent Wayne Parnell in the big match in Perth.Subscribe Now! Get features likeIndia could put one foot in the semi-finals of the 2022 T20 World Cup if they win their next match on Sunday at the Perth Stadium. However, their opponents are a strong South African team who like India are yet to lose a match in this tournament. While India won both the matches they have played thus far, South Africa have one won and was almost in line to winning the other as well if it wasn't for the fact that rain forced the match to be abandoned.India's two wins thus far came on the back of some sensational knocks from their batters, with former captain Virat Kohli scoring back to back half centuries and remaining unbeaten. Former New Zealand fast bowler and commentator Danny Morrison, however, feels that South Africa's star-studded pace attack could prove to be a real challenge for the Indian batters.“Rohit (Sharma), KL (Rahul) is yet to really kick off, Suryakumar Yadav and of course, Virat Kohli. You put them up against (Kagiso) Rabada, (Anrich) Nortje, (Wayne) Parnell is making a bit of a comeback, (Keshav) Maharaj, (Tabraiz) Shamsi; South Africa have got a good bowling lineup to take on India. It is a hard one to pick. India probably get the nod given what has happened recently. But that man, South African side, look out,” said Morrison in a video for the tournament's website.“Nortje, Rabada have pace. Parnell brings in variety. Then you bring out the swing kings - Bhuvi and Shami. I like that but I just wonder about the intimidation of the South Africans. If they get it right, I am going a little bit for their bowling vs India's batting,” he said.South Africa also have a strong batting lineup, being the only team in the Super 12 stage to have scored more than 200 runs in a match. They scored 205/5 in their last match against Bangladesh, winning the game by a whopping 104 runs. Before that, they had restricted Zimbabwe to 79/5 in their nine-over innings of a rain-affected match. They had smashed their way to 51/0 in three overs before rain caused the match to be abandoned.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/ind_vs_sa_1667051099545_1667051104756_1667051104756.jpg
'Bhai...India ke kismat badal jayegi': Watch Indian fan's epic request to Pant,https://www.hindustantimes.com//cricket/bhaiindia-ke-kismat-badal-jayegi-watch-indian-fan-s-epic-request-to-rishabh-pant-ahead-of-south-africa-t20-world-cup-tie-101667037188751.html,"After the session, he obliged a few fans with autographs and selfies when suddenly one of the fans from India made an epic request to Pant.Subscribe Now! Get features likeAfter twin wins in the 2022 T20 World Cup - against Pakistan and Netherlands - Team India now gear up for the South Africa challenge in Perth on Sunday. A win could help India go a step nearer to making the semi-finals of the T20 World Cup again, after having missed out in 2021 in the UAE. Ahead of the crucial match, Rishabh Pant had an extended net session where he worked on his batting and wicketkeeping skills. After the session, he obliged a few fans with autographs and selfies when suddenly one of the fans from India made an epic request to Pant.Even after all the Indian players had departed from the net session, Pant stayed back to work on a few wicketkeeping drills. After his training, he walked towards the fence where a couple of fans waited to watch Pant. The cricketer signed an autograph for a kid and also clicked a selfie. And as he was walking on his way back to collect his kit, one of the fans called him and said, “Bhai, opening kar lo India ke kismat badal jayegi.”ALSO READ: 'Only concern would be...': Sunil Gavaskar singles out star batter ahead of IND vs SA clash at T20 World CupPant did not react, but just looked back at the fan as he made the request.Pant is yet to get a game for India in the ongoing T20 World Cup as the team management has backed the experienced Dinesh Karthik ahead of him.With KL Rahul looking nervy in the first two matches, batting coach Vikram Rathour was asked him the management is contemplating on resting him and picking Pant in is stead as an opoener. ""We are looking to adapt. Of course, playing with intent is always the goal. We are looking to score runs whenever we can. But then we need to keep in account the conditions that we are playing on, the surfaces we are playing on,"" he said in the pre-match presser.""I don't think these are 200, 200-plus wickets, so we'll need to adapt, and I think we have done pretty well in that regard so far,"" he added.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/bhai_1667037577768_1667037588808_1667037588808.jpg
India vs Pakistan thriller among ICC's top five 2022 T20 World Cup matches,https://www.hindustantimes.com//cricket/india-vs-pakistan-thriller-among-icc-s-top-five-2022-t20-world-cup-matches-101667045975869.html,"There have been a couple of big upsets in the early stages of the T20 World Cup.Subscribe Now! Get features likeThe International Cricket Council (ICC) has put out a list of five of the best matches thus far in what has been a riveting 2022 T20 World Cup. Despite rain causing havoc, particularly in Group 1, there have been time for some extraordinary matches that have featured teams considered as favourites stumbling to comparatively unheralded sides.Topping the least, unsurprisingly, is the thriller for the ages that was played out between India and Pakistan at a packed Melbourne Cricket Ground earlier this week. Pakistan had recovered from a shaky start, only to then make a shaky end to the innings and score a competitive total of 159/8 on the back of half-centuries to Shan Masood (52*) and Iftikhar Ahmed (51).ALSO READ | ‘Can’t drop KL Rahul…': India batting coach's huge hint about Rishabh Pant's chances vs South Africa in T20 World CupIndia ended up getting off to an even shakier start with KL Rahul, Rohit Sharma and the dangerous Suryakumar Yadav all falling within the powerplay. combined well with Hardik Pandya (40) for a partnership of 113 to keep India in the game, before producing some late heroics to win the game for his side. Kohli smashed consecutive sixes from the final two deliveries of the penultimate over off the bowling of Haris Rauf, leading to a final over from Mohammad Nawaz that had to be seen to be believed.“There were wickets lost, waist high no balls, free hits, sixes, wides and byes in an action-packed final over that eventually saw India prevail by four wickets in a memorable encounter,” said the ICC in its description of the chaotic action in the 20th over of the Indian innings. Kohli ended the game unbeaten on 82 off 53 balls.Pakistan's stunning loss to Zimbabwe came next. Zimbabwe managed to get a low total of 130/8 on board but their bowlers ensured that the going would be extremely difficult for Pakistan. Star all-rounder Sikandar Raza had led the way with three wickets and he also effected the run out off the final ball that kept Pakistan down to 129/8. Zimbabwe won by a run and are suddenly in a better position to sneak through to the semi-finals.The other matches featured in the list are from the first round, with Ireland's sensational chase against Scotland being third on it. UAE's valiant efforts to defend a target of 112 against the Netherlands came next and the list is squared off by Namibia's heart-breaking defeat to the UAE that confirmed that they won't make it to the Super 12.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/ANI-20221023327-0_1667046594371_1667046594371_1667046615065_1667046615065.jpg
Baby beaver builds a ‘dam’ at rescue centre's door. Watch viral video,https://www.hindustantimes.com//trending/baby-beaver-builds-a-dam-at-rescue-centre-s-door-watch-viral-video-101667046032352.html,"The viral video of a baby beaver building a ‘dam’ at the door of the rescue centre where it stays was posted on Facebook.Subscribe Now! Get features likeAre you looking for a video that can make your day brighter? Are you searching for a clip that is sweet and may leave you with a smile? Are you eager to watch a video that may uplift your mood almost instantly? If your answers to the above questions are yes, yes, and yes, then here is a video that may make you very happy. The sweet clip shows a baby beaver building a ‘dam’ in front of a door of the rescue centre where it is staying.Newhouse Wildlife Rescue posted the video on their official Facebook page. They also shared a caption explaining the incident. “As a reward for her good behavior towards her new roommate, Nibi was allowed to have the rehab room to herself for an hour while Ziibi enjoyed the semi aquatic enclosure. Nibi immediately started building a dam at the door where her roommate exited…you know…in case Ziibi tries to come back inside,” they wrote.The video was posted a few days ago. Since being shared, the clip has gone crazy viral. Till now, the video has accumulated more than 9.7 million views and the numbers are quickly increasing. The video has also received tons of comments from people. Besides, the clip has gathered several likes too.“That Nibi just makes my day. Looks like Nibi is making a dam in case Ziibi tries to come back. I had a good laugh watching her being so busy building a dam to keep Ziibi out. She’s so smart being in a big hurry to get it done. Love it,” wrote a Facebook user. “LOVE. THIS. SO. MUCH! She is on a mission! Animal instincts are so fascinating! And who knew that chunker could run and hop like that!,” shared another. “Her happy hop at the end is everything,” expressed a third.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/Viral_Baby_Beaver_Video_Dam_Facebook_1667046213042_1667046235130_1667046235130.PNG
Teenagers surprise woman by giving her favourite candy on Halloween. Watch,https://www.hindustantimes.com//trending/teenagers-surprise-woman-by-giving-her-favourite-candy-on-halloween-watch-101667041299805.html,"Two teenagers surprised a woman by dropping her favourite candy in front of her door step.Subscribe Now! Get features likeHalloween is the one day when many people get to dress up as their favourite spooky characters. While many children and adults are excited to go around the streets and show off their costumes, some people are also excited about trick or treating! Youngsters go from door to door and pick up chocolates, toffees, and sweets. Even though most people ask to pick only one chocolate, some may take a handful. However, this time in turn of events, two teenagers are going viral for giving chocolate to the person they asked trick or treat from.In a video uploaded by an Instagram page called Good News Movement, you can see two teenagers approaching a doorstep. They read a note on the door which is from the owner of the house. The note says, ""Take all you want, just not the starbursts. My wife loves them."" So, when the duo noticed there were no starburst chocolates left, they decided to give their own share of the chocolate and taped it to their door!A post shared by Good News Movement (@goodnews_movement)Since this video was shared, it has been viewed 2.2 million times and has 200,000 likes and several comments. One user in the Instagram comments wrote, ""So sweet! And some people would criticize these older kids for trick or treating! They deserve all the candy!"" Another person said, ""These thoughtful young men have hearts that are SWEETER than Starburst. Made our day seeing this cute video. Thank you!"" ""There really ARE good people in this world. Little things like this mean so much,"" added a third.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/Teenagers_on_halloween_1667041479489_1667041495070_1667041495070.png
"Mira Kapoor shares funny reel on kaju katli, netizens relate to her",https://www.hindustantimes.com//trending/mira-kapoor-shares-funny-reel-on-kaju-katli-netizens-relate-to-her-101667039654724.html,"Mira Kapoor shared a reel where she revealed her love for kaju katli. Take a look at it inside.Subscribe Now! Get features likeDiwali is not just a festival of lights; there is so much more to this day. From the Diwali ki safai to the clothing, everything makes us happy. But what people truly love around this time are the snacks and sweets that they get to relish! We have boxes full of desserts that we can't seem to get off in these few days. And it seems like, Mira Kapoor, too, can't get enough of a delicious piece of kaju katli. Mira Kapoor recently shared a reel where she revealed how much she likes to have this sweet.In the short clip, Mira Kapoor took on the Instagram trend where she first wrote, ""I don't have a sweet tooth. "" This was followed by ""kaju katli: Love me, hate me, you can't ignore me."" In the caption's post, she wrote, ""Post Diwali discipline. ""A post shared by Mira Rajput Kapoor (@mira.kapoor)This reel was shared just a few hours ago on her Instagram. Since then, it has been viewed 1.1 million times and has 132,000 likes and several comments. One person said, ""Totally, Kaju katli reigns."" A second person added, ""Kaju katli is Kaju katli, after all."" ""Wow, Kaju katli is love,"" a third person added. A fourth person said, ""Kaju katli was my fav growing up. I can't remember the last time I ate one."" Many other people have reacted by using emojis.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/122905092_637090433633386_24946866862774991_n_1617728477962_1667039741736_1667039741736.jpg
Japanese restaurant lets customers catch their own fish to cook. Watch,https://www.hindustantimes.com//trending/japanese-restaurant-lets-customers-catch-their-own-fish-to-cook-watch-101667036308648.html,"In this restaurant, the customer can catch their own fish and give it to the chef to cook it.Subscribe Now! Get features likeGenerally, when we go outside to cafés and restaurants, we sit down and order our food. We hardly expect that we would have to pick out fresh ingredients for our food too. But, in this Japanese restaurant, if you have ordered some seafood, the customer gets to catch their own fish from a pool in the restaurant. People coming in the restaurant can catch a fish from the side of the restaurant or sit in a boat and have that experience. Once the customer catches their fish, the restaurant makes a celebratory announcement for them. Finally, that fish goes to the chef, who cooks them in any style the consumer wants to have. This video was shared by Instagram user @hangrybynature.A post shared by Tina & Fam | Crazy Fun Travel (@hangrybynature)Since this video was shared, it has been viewed 1.8 million times and has 114,000 likes and several comments. Many people were fascinated with this experience and wanted to try it. One Instagram user said, ""I want to do this. So fun."" Another person said, ""My kids have been asking to go fishing, so I'm adding this to my ever-expanding (thanks to you) Japan list!"" A third person wrote, ""I did this in Shinjuku. Took over 20 minutes to catch my fish, but it was worth it."" ""I mean, I've known the Japanese to be a bit quirky, but this is pretty damn cool,"" wrote a fourth.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/Japanese_restaurant_that_lets_you_catch_fish_1667036594554_1667036602909_1667036602909.png
"Woman stands next to chained lion, pets it. Viral video angers people",https://www.hindustantimes.com//trending/woman-stands-next-to-chained-lion-pets-it-viral-video-angers-people-101667032220855.html,"A video shows a woman petting and posing next to a lion. This video has angered many netizens.Subscribe Now! Get features likeVideos of people and animals interacting are common. While most clips are adorable and feature cats or dogs as pets, some videos are tough to believe. And a recent video of a woman with her pet lion has gone viral on social media. The video, which was posted on Instagram, shows a woman standing dangerously near a lion. The woman is seen petting the animal, who is shown tethered in front of a cage. There are two other lions as well. One is behind the cage, and the other is outside of it. Many people were left angered after seeing a wil animal being treated as a pet and even pointed that out. This video was shared by Instagram user @k4_khaleel.A post shared by Khaleel Ahmed (@k4_khaleel)Since this video was shared, it has been viewed more than four lakh times. The video also has close to 24,000 likes and several comments. Many people were angry with this video. One person in the Instagram comments wrote, ""How is one allowed to chain up lions? I don't think it's legal."" A second person said, ""How has she kept wild animal captive at home? This is illegal."" "" Lions are not house pets. They should be roaming free in an open space, like in a sanctuary. Please don't keep them in chains like you would keep a dog,"" added a third. A fourth user said, ""Remove those chains and free them. Poor animals.""Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/Woman_pets_lion_in_viral_video_1667032898127_1667032903553_1667032903553.png
"Cop, engineer among 3 dead after landslides hit power project in J&K's Kishtwar",https://www.hindustantimes.com//india-news/cop-engineer-among-3-dead-after-landslides-hit-power-project-in-j-k-s-kishtwar-101667061361717.html,"Kishtwar: A rescue team was rushed to the site after the first landslide, but another one happened that trapped the rescuers, an officer said.Subscribe Now! Get features likeAt least three persons, including a JCB driver and a policeman, died and 15 others were injured after two landslides hit an under-construction road in quick succession at Rattle power project in Kishtwar district of Jammu & Kashmir on Saturday evening.Kishtwar SSP Shafqat Bhat said, ""JCB driver Manoj Kumar's body has been retrieved while we see two more bodies of engineer Sachin and a policeman Yaqoob. We have rescued another man, Ravi Roy, from the debris. Ten to 15 others sustained minor injuries in the two landslides.""“Rescue operation is underway,” Bhat said from the spot.“A landslide hit the under construction road of Rattle power project site in Kishtwar in which several workers, including a JCB driver, got trapped under the debris,” said another police officer.A rescue team was rushed to the site, but another landslide hit the area that trapped the rescuers, he added.In the first landslide, Kumar along with three others got trapped in the debris and when some people rushed to help them, they were hit by another landslide trapping all of them.A police officer from the Kishtwar control room said the two landslides occurred at the project where a road was being constructed as part of the power project.Union Minister Jitendra Singh took to Twitter to share update on the landslides.“Spoke to DC Kishtwar, J&K on receiving report of a fatal landslide at the site of under-construction Ratle Power Project. JCB driver unfortunately died. Rescue team of about 6 persons, deputed to site after the incident, has also got trapped under the debris,"" he wrote.""All efforts are being made to retrieve and save the trapped persons. Further assistance, as required, being provided. I am in constant touch with the District administration, "" he added.Another official said five injured persons, including a sub-inspector, have been shifted to Doda government medical college and sub district hospital at Thathri.The official denied reports of aa tunnel collapse inside the power project.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/WhatsApp_Image_2022-10-29_at_223636_1667063509743_1667063509901_1667063509901.jpeg
UNSC body's Delhi Declaration calls for zero tolerance towards terrorism,https://www.hindustantimes.com//india-news/unctcs-delhi-declaration-calls-for-zero-tolerance-towards-terrorism-takeaways-101667049305283.html,"The Delhi Declaration was adopted at the UNCTC's Emerging Tech special meeting held in the national capital.Subscribe Now! Get features likeThe United Nations Security Council's Counter-Terrorism Committee (UNCTC) on Saturday unanimously adopted the Delhi Declaration, calling on all member-states to ensure zero tolerance towards terrorism.The declaration was adopted at the UNCTC's Emerging Tech special meeting held in Delhi. The global body expressed concerns over the increasing use of Internet and other information and communications technologies, including social media platforms, for terrorist purposes.Some of the takeaways of the declaration are as follows:- Terrorism in all forms and manifestations is one of the most serious threats. Any acts of terrorism are criminal and unjustifiable, regardless of their motivations, whenever, wherever and by whomsoever committed.- Zero tolerance towards terrorism through full and effective implementation of UN Security Council resolutions. Member states to fulfil their obligations enshrined in relevant international counter terrorism conventions.Also read | India calls for efforts to combat terrorists’ use of internet, social media- Member states obligated to prevent and suppress financing of terrorist acts and to refrain from providing support to entities or persons involved in such acts, including by suppressing recruitment of members of terrorist groups, consistent with international laws, and eliminating the supply of weapons to terrorists.- Terrorists' opportunity to access safe havens continues to be a significant concern. All member states must cooperate fully in the fight against terrorism to identify safe havens, deny terrorists' access to them and bring to justice, in accordance with domestic and international laws, any person who supports, facilitates, participates or attempts to participate in the financing, planning, preparation or commission of terrorist acts, including by providing safe havens.India is hosting the two-day anti-terrorism meeting of the United Nations Security Council and is being held under India's chair of the Counter-Terrorism Committee (CTC).Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/10/29/550x309/ANI-20221029054-0_1667049970224_1667049970224_1667049984816_1667049984816.jpg
